doc_id,paragraph_idx,tokens,coarse,coarse_probs,fine,fine_probs,is_relation
nyt_23051,0,bringing,Contingency,0.8909,Contingency.Cause,0.8156,0.9185315817594528
nyt_23051,0,killing,Contingency,0.7518,Contingency.Cause,0.699,0.8153649866580963
nyt_23051,0,raising,Contingency,0.6185,None,0.3727,0.7329800128936768
nyt_23060,0,not,Expansion,0.3936,None,0.3513,0.637979656457901
nyt_23064,6,And-that-is-why,Contingency,0.6146,None,0.3894,0.7157108783721924
nyt_23065,5,reflecting,Contingency,0.6344,Contingency.Cause,0.5371,0.7217430770397186
nyt_23076,19,keeping,Contingency,0.554,Contingency.Cause,0.5097,0.6335337460041046
nyt_23079,13,leading-to,Contingency,0.6597,Contingency.Cause,0.3897,0.7936380207538605
nyt_23080,5,What-is-more,None,0.3922,None,0.4845,0.6078035831451416
nyt_23080,5,resulting-in,Contingency,0.7081,None,0.415,0.7759279310703278
nyt_23087,4,leaving,Contingency,0.847,Contingency.Cause,0.6299,0.9157013893127441
nyt_23094,18,easing,Contingency,0.8952,Contingency.Cause,0.8681,0.9389079213142395
nyt_23099,13,leading,Contingency,0.8432,Contingency.Cause,0.817,0.9108467847108841
nyt_23107,6,not,None,0.3799,None,0.2871,0.6201473474502563
nyt_23107,28,which-means,Contingency,0.6118,Contingency.Cause,0.5183,0.6997470259666443
nyt_23111,11,leaving,Contingency,0.831,Contingency.Cause,0.8076,0.9273932352662086
nyt_23117,5,That-would-mean,Contingency,0.6678,Contingency.Cause,0.4899,0.776051476597786
nyt_23135,2,giving,Contingency,0.5951,None,0.6051,0.6699373722076416
nyt_23139,11,That-'s-why,Contingency,0.571,Contingency.Cause,0.4357,0.7147051990032196
nyt_23145,3,putting,Contingency,0.6523,None,0.3623,0.7704983949661255
nyt_23149,0,angering,Contingency,0.8344,Contingency.Cause,0.6798,0.8783277720212936
nyt_23150,13,allowing,Contingency,0.6515,Contingency.Cause,0.5415,0.7415859997272491
nyt_23156,5,producing,Contingency,0.5731,Contingency.Cause,0.606,0.6521306335926056
nyt_23157,2,not,Expansion,0.424,None,0.4537,0.612488329410553
nyt_23165,13,jeopardizing,Contingency,0.6675,Contingency.Cause,0.7822,0.7139373421669006
nyt_23167,0,reflecting,Contingency,0.8445,Contingency.Cause,0.7465,0.9490183182060719
nyt_23168,14,Which-leads-to,Contingency,0.5923,Contingency.Cause,0.3649,0.7198082804679871
nyt_23168,14,That-has-led,Contingency,0.5824,Contingency.Cause,0.6816,0.6610237658023834
nyt_23169,4,leading,Contingency,0.9007,Contingency.Cause,0.7331,0.9503010548651218
nyt_23176,24,That-raised,Contingency,0.4251,Contingency.Cause,0.2912,0.6609554290771484
nyt_23181,11,enabling,Contingency,0.8607,Contingency.Cause,0.6839,0.8956466168165207
nyt_23189,2,revealing,Contingency,0.5922,Contingency.Cause,0.4487,0.6837641000747681
nyt_23189,36,Since-then,Temporal,0.5459,None,0.5658,0.6253985464572906
nyt_23189,43,instigating,Contingency,0.5352,Contingency.Cause,0.4327,0.6336778998374939
nyt_23189,64,killing,Contingency,0.8703,Contingency.Cause,0.6893,0.9177207946777344
nyt_23191,1,potentially-hurting,Contingency,0.5108,Contingency.Cause,0.4411,0.6015691161155701
nyt_23196,5,supporting,Contingency,0.579,Contingency.Cause,0.4924,0.6916442513465881
nyt_23199,9,adding,Contingency,0.8274,Contingency.Cause,0.6598,0.9250195473432541
nyt_23201,1,Back-then,Temporal,0.4605,None,0.4435,0.6031104326248169
nyt_23203,24,making,Contingency,0.6828,Contingency.Cause,0.6166,0.709515780210495
nyt_23203,29,That-'s-why,Contingency,0.6197,Contingency.Cause,0.4995,0.709042876958847
nyt_23204,4,clearing,Contingency,0.8265,Contingency.Cause,0.7317,0.8831005096435547
nyt_23204,7,enabling,Contingency,0.9136,Contingency.Cause,0.8381,0.929022952914238
nyt_23204,9,provided,Contingency,0.5306,None,0.332,0.6747873425483704
nyt_23223,4,not,Expansion,0.3961,None,0.2459,0.6829064190387726
nyt_23224,1,leading,Contingency,0.7629,Contingency.Cause,0.6351,0.8348482847213745
nyt_23224,9,bringing,Contingency,0.7818,Contingency.Cause,0.7443,0.885848343372345
nyt_23230,4,leading,Contingency,0.936,Contingency.Cause,0.7776,0.9617206007242203
nyt_23230,10,not,Expansion,0.5631,None,0.5456,0.613267570734024
nyt_23230,16,nullifying,Contingency,0.5212,Contingency.Cause,0.5377,0.6215048432350159
nyt_23230,20,leaving,Contingency,0.5362,Contingency.Cause,0.5515,0.6568494439125061
nyt_23234,33,resulting-in,Contingency,0.5816,None,0.3405,0.736722320318222
nyt_23234,39,creating,Contingency,0.7329,Contingency.Cause,0.8197,0.8226712048053741
nyt_23235,19,providing,Contingency,0.5426,None,0.426,0.6307821273803711
nyt_23236,5,knocking,Contingency,0.89,Contingency.Cause,0.7009,0.9243621826171875
nyt_23236,5,leaving,Contingency,0.6773,Contingency.Cause,0.6808,0.773813933134079
nyt_23242,4,making,Contingency,0.9392,Contingency.Cause,0.8845,0.9671878665685654
nyt_23247,8,generating,Contingency,0.6056,Contingency.Cause,0.6858,0.71342533826828
nyt_23248,35,not,Expansion,0.5232,None,0.4396,0.6204029321670532
nyt_23256,18,marking,Contingency,0.5708,Contingency.Cause,0.5261,0.7018765807151794
nyt_23257,0,That-is-because,Contingency,0.5442,Contingency.Cause,0.6078,0.6653982996940613
nyt_23258,4,leaving,Contingency,0.453,Contingency.Cause,0.5379,0.6044133007526398
nyt_23260,13,attesting,Contingency,0.4567,None,0.3888,0.6105868816375732
nyt_23272,10,suggesting,Contingency,0.8935,Contingency.Cause,0.7547,0.9226268082857132
nyt_23281,3,allowing,Contingency,0.6124,Contingency.Cause,0.6944,0.7253197431564331
nyt_23282,4,giving,Contingency,0.5458,Contingency.Cause,0.4392,0.7240809798240662
nyt_23283,0,creating,Contingency,0.8553,Contingency.Cause,0.7955,0.9105764701962471
nyt_23283,12,raising,Contingency,0.9037,Contingency.Cause,0.7743,0.9355341494083405
nyt_23292,3,increasing,Contingency,0.4238,Contingency.Cause,0.3645,0.6416716873645782
nyt_23298,20,creating,Contingency,0.8666,Contingency.Cause,0.8615,0.9195579588413239
nyt_23314,12,bolstering,Contingency,0.8338,Contingency.Cause,0.6699,0.8854574710130692
nyt_23320,1,killing,Contingency,0.8345,Contingency.Cause,0.8827,0.9056849777698517
nyt_23321,6,creating,Contingency,0.9319,Contingency.Cause,0.9174,0.9635489024221897
nyt_23329,8,creating,Contingency,0.5415,Contingency.Cause,0.3592,0.6827301383018494
nyt_23331,20,guaranteeing,Contingency,0.7621,Contingency.Cause,0.6049,0.8622460663318634
nyt_23334,16,''-That-'s-because,Contingency,0.4802,None,0.3904,0.625904381275177
nyt_23343,0,alleviating,Contingency,0.6367,Contingency.Cause,0.5118,0.7662355303764343
nyt_23343,4,highlighting,Contingency,0.5263,Contingency.Cause,0.5404,0.6796853542327881
nyt_23346,1,reducing,Contingency,0.8301,Contingency.Cause,0.7295,0.9365775436162949
nyt_23346,1,depriving,Contingency,0.7204,Contingency.Cause,0.5597,0.7714771181344986
nyt_23348,12,provided,Contingency,0.4907,None,0.3453,0.610159307718277
nyt_23350,18,leading-to,Contingency,0.4815,Contingency.Cause,0.5409,0.6288062930107117
nyt_23352,6,attributing,Contingency,0.5271,None,0.408,0.6017194390296936
nyt_23357,4,resulting-in-a,Contingency,0.5348,Contingency.Cause,0.5132,0.6208415031433105
nyt_23371,3,That-'s-because,Contingency,0.5732,Contingency.Cause,0.4283,0.7183977365493774
nyt_23382,4,Which-brings,Contingency,0.5133,Contingency.Cause,0.4279,0.6578035950660706
nyt_23384,11,lifting,Contingency,0.8801,Contingency.Cause,0.7123,0.9122729748487473
nyt_23386,4,That-'s-because,Contingency,0.5278,None,0.528,0.6486445963382721
nyt_23386,16,That-means-''-that,Contingency,0.4695,Contingency.Cause,0.3318,0.632990151643753
nyt_23389,1,leaving,Contingency,0.7797,Contingency.Cause,0.8167,0.8043744266033173
nyt_23394,5,cutting,Contingency,0.7052,Contingency.Cause,0.654,0.8582891225814819
nyt_23394,5,giving,Contingency,0.8702,Contingency.Cause,0.8073,0.8927755653858185
nyt_23394,6,forcing,Contingency,0.9485,Contingency.Cause,0.7724,0.9720330331474543
nyt_23402,4,prompting,Contingency,0.6888,Contingency.Cause,0.7616,0.784150093793869
nyt_23403,11,That-is-one-reason,Contingency,0.557,Contingency.Cause,0.4121,0.6377685070037842
nyt_23403,16,For-one,None,0.3831,None,0.401,0.6168628334999084
nyt_23410,10,forcing,Contingency,0.9089,Contingency.Cause,0.7387,0.9313956052064896
nyt_23412,3,reducing,Contingency,0.8365,Contingency.Cause,0.7199,0.9061634391546249
nyt_23418,0,raising,Contingency,0.7534,Contingency.Cause,0.6277,0.8853119164705276
nyt_23425,19,feeding,Contingency,0.498,Contingency.Cause,0.3733,0.6976425051689148
nyt_23425,25,freeing,Contingency,0.8361,Contingency.Cause,0.6362,0.919982336461544
nyt_23431,4,clearing,Contingency,0.5546,Contingency.Cause,0.4873,0.6283493638038635
nyt_23440,10,reinforcing,Contingency,0.6114,Contingency.Cause,0.677,0.687374472618103
nyt_23445,6,drawing,Contingency,0.7439,Contingency.Cause,0.6158,0.8015076667070389
nyt_23466,7,helping,Contingency,0.8169,Contingency.Cause,0.779,0.858533188700676
nyt_23470,0,making,Contingency,0.9192,Contingency.Cause,0.8243,0.9435897096991539
nyt_23472,1,contributing-to,Contingency,0.6313,Contingency.Cause,0.4202,0.769742339849472
nyt_23478,5,forcing,Contingency,0.5907,Contingency.Cause,0.6002,0.7021546065807343
nyt_23479,0,The-finding-has-led,Contingency,0.5091,None,0.364,0.6538513898849487
nyt_23486,19,keeping,Contingency,0.6634,Contingency.Cause,0.5304,0.7941609025001526
nyt_23486,19,By-then,None,0.371,None,0.2366,0.6290410161018372
nyt_23490,3,exposing,Contingency,0.44,None,0.3188,0.6000398695468903
nyt_23503,9,allowing,Contingency,0.7376,Contingency.Cause,0.5388,0.8275268226861954
nyt_23505,2,leading,Contingency,0.7368,Contingency.Cause,0.7299,0.8493661284446716
nyt_23505,14,leaving,Contingency,0.747,Contingency.Cause,0.7786,0.8322061598300934
nyt_23517,10,That-'s-why,Contingency,0.5835,Contingency.Cause,0.4797,0.666871041059494
nyt_23518,21,making,Contingency,0.8979,Contingency.Cause,0.906,0.9283359423279762
nyt_23530,12,enabling,Contingency,0.6267,Contingency.Cause,0.5927,0.693315863609314
nyt_23530,15,revealing,Contingency,0.6546,Contingency.Cause,0.4737,0.8137208372354507
nyt_23530,15,meaning,Contingency,0.5439,Contingency.Cause,0.6072,0.7902067452669144
nyt_23531,23,That-'s-because,Contingency,0.5295,Contingency.Cause,0.3927,0.6609739363193512
nyt_23534,7,That-means,Contingency,0.6472,Contingency.Cause,0.4578,0.756133034825325
nyt_23539,5,explaining,Contingency,0.6194,Contingency.Cause,0.4833,0.6786113381385803
nyt_23555,6,not,Expansion,0.3746,None,0.2612,0.6301300525665283
nyt_23558,20,That-is-why,Contingency,0.5391,Contingency.Cause,0.6354,0.6085970401763916
nyt_23565,16,irking,Contingency,0.5418,Contingency.Cause,0.4364,0.644378125667572
nyt_23566,4,leaving,Contingency,0.5683,Contingency.Cause,0.7049,0.7092737555503845
nyt_23566,18,beginning,Contingency,0.8563,Contingency.Cause,0.7746,0.9109453037381172
nyt_23581,9,That-would-help,Contingency,0.5471,None,0.5144,0.6395938396453857
nyt_23609,6,provided,Contingency,0.4309,None,0.2368,0.6463828682899475
nyt_23624,17,That-prompted,Contingency,0.6219,Contingency.Cause,0.5578,0.7172956764698029
nyt_23629,7,provided,Contingency,0.4692,None,0.3446,0.6556394100189209
nyt_23632,2,allowing,Contingency,0.4565,Contingency.Cause,0.4609,0.6576734185218811
nyt_23632,4,removing,Contingency,0.621,Contingency.Cause,0.542,0.6948396265506744
nyt_23632,8,provided,Contingency,0.5567,None,0.3544,0.7455602288246155
nyt_23638,4,leading-to-the,Contingency,0.4929,Contingency.Cause,0.5725,0.6127293109893799
nyt_23643,2,leaving,Contingency,0.6718,Contingency.Cause,0.8049,0.8019576817750931
nyt_23644,15,killing,Contingency,0.7662,Contingency.Cause,0.7987,0.8480307161808014
nyt_23652,23,allowing,Contingency,0.7632,Contingency.Cause,0.7241,0.823716476559639
nyt_23658,11,putting,Contingency,0.7197,Contingency.Cause,0.6509,0.8849860578775406
nyt_23658,11,making,Contingency,0.8683,Contingency.Cause,0.697,0.8933577835559845
nyt_23659,1,bringing,Contingency,0.7616,Contingency.Cause,0.5704,0.7970921099185944
nyt_23660,9,leading,Contingency,0.9081,Contingency.Cause,0.889,0.9249591901898384
nyt_23676,0,prompting,Contingency,0.8115,Contingency.Cause,0.6962,0.8554020524024963
nyt_23676,0,pushing,Contingency,0.5953,Contingency.Cause,0.4766,0.6549316644668579
nyt_23687,2,which-makes,Contingency,0.5987,Contingency.Cause,0.5945,0.7182612717151642
nyt_23687,3,Since-then,Temporal,0.48,None,0.33,0.6680976748466492
nyt_23695,0,ending,Contingency,0.7505,Contingency.Cause,0.6284,0.8006681501865387
nyt_23696,2,generating,Contingency,0.7247,Contingency.Cause,0.6413,0.7758858948945999
nyt_23696,6,That-means,Contingency,0.6636,Contingency.Cause,0.5842,0.785967230796814
nyt_23703,9,leading,Contingency,0.7928,Contingency.Cause,0.6348,0.8539988696575165
nyt_23703,29,seeking,Contingency,0.5275,None,0.2637,0.6462854743003845
nyt_23707,11,offering,Contingency,0.6093,Contingency.Cause,0.5155,0.7340883910655975
nyt_23712,11,That-put,Contingency,0.5679,Contingency.Cause,0.4601,0.6710100471973419
nyt_23717,12,leaving,Contingency,0.6889,Contingency.Cause,0.5402,0.8043410927057266
nyt_23717,19,allowing,Contingency,0.4776,None,0.3819,0.6131225824356079
nyt_23718,2,testing,Contingency,0.6041,None,0.365,0.6983033418655396
nyt_23718,18,allowing,Contingency,0.6953,Contingency.Cause,0.5929,0.8585400581359863
nyt_23719,19,hoping,Contingency,0.4883,None,0.4311,0.6658958494663239
nyt_23719,20,granting,Contingency,0.6388,None,0.5596,0.6812213361263275
nyt_23722,1,opening,Contingency,0.7088,Contingency.Cause,0.6298,0.7855364382266998
nyt_23722,1,closing,Contingency,0.7146,Contingency.Cause,0.6392,0.7957125902175903
nyt_23722,1,sending,Contingency,0.5016,Contingency.Cause,0.4164,0.7299000024795532
nyt_23722,4,leaving,Contingency,0.7735,Contingency.Cause,0.5825,0.8625324815511703
nyt_23723,0,killing,Contingency,0.6754,Contingency.Cause,0.7747,0.8172600418329239
nyt_23723,9,killing,Contingency,0.9769,Contingency.Cause,0.9051,0.9826026521623135
nyt_23723,11,leaving,Contingency,0.871,Contingency.Cause,0.7453,0.906937912106514
nyt_23731,1,allowing,Contingency,0.6596,Contingency.Cause,0.5063,0.8113119006156921
nyt_23731,2,That-'s-what,None,0.3966,None,0.3393,0.6034470796585083
nyt_23741,0,advancing,Contingency,0.6656,Contingency.Cause,0.6042,0.8361946940422058
nyt_23747,0,strengthening,Contingency,0.6584,Contingency.Cause,0.4899,0.7115890383720398
nyt_23747,11,One-theory-is-that,None,0.3878,None,0.3201,0.612229734659195
nyt_23770,16,suggesting,Contingency,0.7749,Contingency.Cause,0.5652,0.8549937605857849
nyt_23772,21,meaning,Contingency,0.5413,Contingency.Cause,0.4255,0.8172769248485565
nyt_23775,0,proving,Contingency,0.6749,Contingency.Cause,0.692,0.7468334138393402
nyt_23786,13,That-makes,Contingency,0.5018,Contingency.Cause,0.4356,0.6259803175926208
nyt_23789,9,That-amount-is-equivalent-to,None,0.3736,None,0.3025,0.6264243125915527
nyt_23794,2,forcing,Contingency,0.9022,Contingency.Cause,0.8988,0.9413192197680473
nyt_23794,2,angering,Contingency,0.7646,Contingency.Cause,0.4591,0.8710212260484695
nyt_23806,2,only-to,Temporal,0.4384,None,0.4579,0.6332065165042877
nyt_23807,9,Since-then,Temporal,0.53,None,0.3028,0.7250688076019287
nyt_23817,10,thrusting,Contingency,0.8478,Contingency.Cause,0.7441,0.8912534415721893
nyt_23819,2,The-result,Contingency,0.5692,None,0.5934,0.6836845576763153
nyt_23823,0,reinforcing,Contingency,0.5124,None,0.3541,0.6425448656082153
nyt_23828,13,increasing,Contingency,0.8921,Contingency.Cause,0.8256,0.9404546990990639
nyt_23828,13,protecting,Contingency,0.601,None,0.3971,0.6985496282577515
nyt_23831,0,causing,Contingency,0.8926,Contingency.Cause,0.8655,0.9043350517749786
nyt_23832,8,That-is-why,Contingency,0.4699,None,0.4,0.613239049911499
nyt_23835,3,That-'s-why,Contingency,0.4503,Contingency.Cause,0.3672,0.6071821451187134
nyt_23842,2,putting,Contingency,0.762,Contingency.Cause,0.8809,0.790879637002945
nyt_23842,3,giving,Contingency,0.9132,Contingency.Cause,0.9055,0.9425148665904999
nyt_23842,8,putting,Contingency,0.7119,Contingency.Cause,0.5674,0.87204509973526
nyt_23854,9,giving,Contingency,0.879,Contingency.Cause,0.886,0.8908075764775276
nyt_23862,3,which-means,Contingency,0.5029,None,0.3572,0.6884057521820068
nyt_23863,12,making,Contingency,0.6376,Contingency.Cause,0.6724,0.7042061388492584
nyt_23865,9,giving,Contingency,0.7642,Contingency.Cause,0.8123,0.814728856086731
nyt_23868,7,yielding,Contingency,0.646,Contingency.Cause,0.6071,0.6747755408287048
nyt_23871,2,At-best,None,0.3945,None,0.2802,0.6055160760879517
nyt_23871,14,giving,Contingency,0.7949,Contingency.Cause,0.6229,0.8425861746072769
nyt_23872,15,completing,Contingency,0.6357,Contingency.Cause,0.4005,0.7797214686870575
nyt_23890,0,causing,Contingency,0.8285,Contingency.Cause,0.7158,0.8822431638836861
nyt_23898,3,betraying,Contingency,0.4334,Contingency.Cause,0.4153,0.602812796831131
nyt_23904,16,not,Expansion,0.5754,None,0.3791,0.6464367508888245
nyt_23912,11,putting,Contingency,0.7588,Contingency.Cause,0.6613,0.8492138087749481
nyt_23912,11,forcing,Contingency,0.5219,Contingency.Cause,0.4901,0.6490450501441956
nyt_23912,11,leading-to,Contingency,0.5019,Contingency.Cause,0.4469,0.6795647442340851
nyt_23912,18,tying,Contingency,0.7585,Contingency.Cause,0.6212,0.8140274286270142
nyt_23912,19,That-left,Contingency,0.5062,Contingency.Cause,0.4123,0.7448574006557465
nyt_23917,8,assuming,Contingency,0.7775,None,0.3701,0.8439797312021255
nyt_23933,1,making,Contingency,0.8107,Contingency.Cause,0.6392,0.8784028887748718
nyt_23937,14,much,None,0.3749,None,0.2006,0.6251173615455627
nyt_23943,6,At-the-time,Temporal,0.4098,None,0.2533,0.6473058760166168
nyt_23945,3,clinching,Contingency,0.7183,Contingency.Cause,0.546,0.8019173443317413
nyt_23959,8,giving,Contingency,0.7071,Contingency.Cause,0.6984,0.7544935494661331
nyt_23965,6,lending,Contingency,0.7622,Contingency.Cause,0.8346,0.8309386372566223
nyt_23967,6,upsetting,Contingency,0.636,Contingency.Cause,0.6281,0.7417859137058258
nyt_23971,21,bringing,Contingency,0.7866,Contingency.Cause,0.8608,0.8561834245920181
nyt_23973,18,since-then,Temporal,0.4888,None,0.524,0.6215788125991821
nyt_23992,3,angering,Contingency,0.8537,Contingency.Cause,0.6877,0.8879130855202675
nyt_23995,2,reducing,Contingency,0.8299,Contingency.Cause,0.9278,0.8792358189821243
nyt_23995,6,This-makes-it-useful,Contingency,0.4986,Contingency.Cause,0.3541,0.6308498978614807
nyt_24000,4,let-alone,Expansion,0.4065,None,0.4546,0.635263979434967
nyt_24007,0,That-arrangement-has-enabled,Contingency,0.4886,Contingency.Cause,0.4631,0.6509924530982971
nyt_24010,20,allowing,Contingency,0.5814,Contingency.Cause,0.578,0.649412214756012
nyt_24027,1,causing,Contingency,0.5176,Contingency.Cause,0.2757,0.8203496485948563
nyt_24035,21,limiting,Contingency,0.5321,None,0.401,0.6670383512973785
nyt_24036,2,meaning,Contingency,0.5972,Contingency.Cause,0.6109,0.8101061582565308
nyt_24041,3,That-is-why,Contingency,0.5808,Contingency.Cause,0.4914,0.6407482028007507
nyt_24046,23,requiring,Contingency,0.7426,Contingency.Cause,0.5813,0.8130977153778076
nyt_24046,24,shattering,Contingency,0.7846,Contingency.Cause,0.8015,0.8486679643392563
nyt_24046,24,relegating,Contingency,0.5718,Contingency.Cause,0.4884,0.7381889820098877
nyt_24046,37,preferring,None,0.3899,None,0.2616,0.6100606024265289
nyt_24046,71,meaning,Contingency,0.9213,Contingency.Cause,0.7843,0.9498005285859108
nyt_24049,3,The-next-year,Temporal,0.4721,None,0.4356,0.6365082859992981
nyt_24049,5,which-means,Contingency,0.433,Contingency.Cause,0.3729,0.6352894902229309
nyt_24052,17,making,Contingency,0.8553,Contingency.Cause,0.7816,0.8775311410427094
nyt_24053,1,That-is-because,Contingency,0.521,None,0.4028,0.686926543712616
nyt_24055,23,reflecting,Contingency,0.6609,Contingency.Cause,0.5659,0.7784579694271088
nyt_24066,45,raising,Contingency,0.628,Contingency.Cause,0.4682,0.750573068857193
nyt_24068,21,Before-that,None,0.3684,None,0.4511,0.6316481232643127
nyt_24078,2,not,Expansion,0.6033,Expansion.Substitution,0.3166,0.7522619068622589
nyt_24082,7,removing,Contingency,0.6376,Contingency.Cause,0.6899,0.7035578191280365
nyt_24084,3,making,Contingency,0.9332,Contingency.Cause,0.8119,0.9635984674096107
nyt_24088,1,prompting,Contingency,0.7296,Contingency.Cause,0.6099,0.8218429833650589
nyt_24092,27,bringing,Contingency,0.8608,Contingency.Cause,0.7149,0.9078724160790443
nyt_24096,7,provided,Contingency,0.6335,None,0.2635,0.7501200586557388
nyt_24097,9,forcing,Contingency,0.5739,Contingency.Cause,0.4409,0.6696802377700806
nyt_24101,2,This-means,Contingency,0.6967,Contingency.Cause,0.5035,0.7549863010644913
nyt_24106,0,diluting,Contingency,0.5796,Contingency.Cause,0.4447,0.7449272871017456
nyt_24111,1,releasing,Contingency,0.5999,Contingency.Cause,0.3076,0.789790153503418
nyt_24119,5,not,Expansion,0.5124,None,0.3717,0.6834010481834412
nyt_24121,21,Until-then,None,0.3654,None,0.4494,0.6346118450164795
nyt_24122,4,creating,Contingency,0.8651,Contingency.Cause,0.8699,0.884475827217102
nyt_24124,70,making,Contingency,0.9821,Contingency.Cause,0.9785,0.9919448625296354
nyt_24124,78,indicating,Contingency,0.8181,Contingency.Cause,0.5806,0.8784047514200211
nyt_24125,15,increasing,Contingency,0.7133,Contingency.Cause,0.6793,0.7700846344232559
nyt_24128,2,fueling,Contingency,0.9454,Contingency.Cause,0.7795,0.9545977860689163
nyt_24128,19,handing,Contingency,0.7939,Contingency.Cause,0.5812,0.8461139500141144
nyt_24130,21,leaving,Contingency,0.8988,Contingency.Cause,0.8899,0.9268784001469612
nyt_24134,16,causing,Contingency,0.7013,Contingency.Cause,0.6667,0.8030324727296829
nyt_24136,3,giving,Contingency,0.6513,Contingency.Cause,0.6832,0.708644300699234
nyt_24137,12,straining,Contingency,0.7535,Contingency.Cause,0.6356,0.8001351952552795
nyt_24137,18,ending,Contingency,0.6344,Contingency.Cause,0.3808,0.8222960829734802
nyt_24149,0,resulting-in,Contingency,0.7176,Contingency.Cause,0.4997,0.7756234556436539
nyt_24150,7,creating,Contingency,0.8987,Contingency.Cause,0.8651,0.9337344318628311
nyt_24151,3,That-puts,Contingency,0.6147,Contingency.Cause,0.4762,0.7191035151481628
nyt_24161,5,causing,Contingency,0.7696,Contingency.Cause,0.8963,0.8145377039909363
nyt_24163,12,giving,Contingency,0.8334,Contingency.Cause,0.8909,0.8717601448297501
nyt_24163,18,That-is-one-reason,Contingency,0.5594,None,0.4273,0.7765357047319412
nyt_24168,16,not,Expansion,0.5086,None,0.4808,0.6042930483818054
nyt_24169,17,killing,Contingency,0.7534,Contingency.Cause,0.6762,0.8392922431230545
nyt_24173,8,adding,Contingency,0.3458,Contingency.Cause,0.336,0.6757180690765381
nyt_24182,5,At-that-point,Temporal,0.4179,None,0.4954,0.616950660943985
nyt_24182,22,ending,Contingency,0.6763,Contingency.Cause,0.6782,0.7614531069993973
nyt_24185,8,only-to-have,Temporal,0.4144,None,0.4506,0.6096242964267731
nyt_24192,13,giving,Contingency,0.8149,Contingency.Cause,0.6846,0.8741780370473862
nyt_24192,13,putting,Contingency,0.762,Contingency.Cause,0.5901,0.8384164273738861
nyt_24197,8,ending,Contingency,0.5327,Contingency.Cause,0.5373,0.6669109165668488
nyt_24203,1,only-to-have,Temporal,0.418,None,0.3434,0.6639612317085266
nyt_24216,23,explaining-why,Contingency,0.6687,Contingency.Cause,0.6199,0.7324440181255341
nyt_24225,2,suggesting,Contingency,0.8048,Contingency.Cause,0.6503,0.8485201001167297
nyt_24228,1,turning,Contingency,0.8616,Contingency.Cause,0.8599,0.9177975058555603
nyt_24232,0,ending,Contingency,0.692,Contingency.Cause,0.5784,0.7848828136920929
nyt_24232,9,paving,Contingency,0.8292,Contingency.Cause,0.8161,0.8942208737134933
nyt_24233,11,leaving,Contingency,0.8909,Contingency.Cause,0.9281,0.9060013294219971
nyt_24235,18,hurting,Contingency,0.5773,Contingency.Cause,0.4677,0.6495421528816223
nyt_24237,1,requiring,Contingency,0.7997,Contingency.Cause,0.6514,0.8554377555847168
nyt_24246,17,Since-then,Temporal,0.4935,None,0.3989,0.684268593788147
nyt_24255,1,increasing,Contingency,0.8747,Contingency.Cause,0.6773,0.9315670281648636
nyt_24266,21,providing,Contingency,0.599,Contingency.Cause,0.5559,0.7167106866836548
nyt_24267,10,killing,Contingency,0.7712,Contingency.Cause,0.648,0.8223944902420044
nyt_24281,3,raising,Contingency,0.8334,Contingency.Cause,0.5175,0.8918477445840836
nyt_24288,8,inciting,Contingency,0.5461,Contingency.Cause,0.3772,0.6787914633750916
nyt_24288,23,amounting,Contingency,0.5104,Contingency.Cause,0.4045,0.7268477082252502
nyt_24296,0,causing,Contingency,0.7314,Contingency.Cause,0.7945,0.7831462919712067
nyt_24308,4,hindered-by,Contingency,0.5071,Contingency.Cause,0.4341,0.615631103515625
nyt_24314,1,not,Expansion,0.5419,None,0.438,0.6094451248645782
nyt_24318,9,requiring,Contingency,0.8493,Contingency.Cause,0.7737,0.9029136598110199
nyt_24320,0,doubling,Contingency,0.7055,Contingency.Cause,0.5417,0.811393529176712
nyt_24329,1,completing,Contingency,0.7501,Contingency.Cause,0.6043,0.8710327297449112
nyt_24339,67,making,Contingency,0.7679,Contingency.Cause,0.6785,0.8428504168987274
nyt_24350,15,'-The-reason-:,Contingency,0.4397,None,0.459,0.6335431635379791
nyt_24353,1,not,Expansion,0.3516,None,0.1938,0.6505838930606842
nyt_24353,14,diverting,Contingency,0.5544,None,0.4115,0.6449410915374756
nyt_24353,20,This-made,Contingency,0.4848,Contingency.Cause,0.5165,0.6072185635566711
nyt_24358,8,taking,Contingency,0.7539,Contingency.Cause,0.7271,0.8407779335975647
nyt_24373,23,restoring,Contingency,0.5389,Contingency.Cause,0.4824,0.6312556266784668
nyt_24373,25,placing,Contingency,0.8959,Contingency.Cause,0.8005,0.9449261166155338
nyt_24376,0,killing,Contingency,0.8384,Contingency.Cause,0.8121,0.868596613407135
nyt_24376,4,enabling,Contingency,0.6229,Contingency.Cause,0.5608,0.6809841394424438
nyt_24376,5,restoring,Contingency,0.7677,Contingency.Cause,0.5925,0.8193538337945938
nyt_24376,6,disabling,Contingency,0.7159,Contingency.Cause,0.4571,0.7747460305690765
nyt_24376,8,severing,Contingency,0.6546,Contingency.Cause,0.6858,0.7204650640487671
nyt_24379,1,laying,Contingency,0.5437,Contingency.Cause,0.4251,0.759140744805336
nyt_24379,25,provoking,Contingency,0.6987,Contingency.Cause,0.4663,0.8053703904151917
nyt_24381,15,not,Expansion,0.5221,None,0.5209,0.6193645596504211
